user_name;tweet;personal (0=no, 1=yes);tweet_proc
McKayDee;Technology at your fingertips can help manage diabetes. Learn how... https://t.co/PjoMdh64PF;0;['technolog', 'fingertip', 'help', 'manag', 'diabet', 'learn', 'URL']
HealthPeopleOrg;Questioned @DrBassettDOHMH about NYC’s zero prevention for diabetes - city’s worst health inequity - at @CSSNYorg Inequity Forum last night.;0;['question', 'USER', 'nyc', 'zero', 'prevent', 'diabet', 'citi', 'worst', 'health', 'inequ', 'USER', 'inequ', 'forum', 'last', 'night']
CWSCCG;Looking forward to meeting with people living with #diabetes this afternoon in #Chichester to talk about how care can improve further;0;['look', 'forward', 'meet', 'peopl', 'live', 'diabet', 'afternoon', 'chichest', 'talk', 'care', 'improv']
DocsDiabetes;Another great review from a very didicated and helpfull #type1  #Diabetes user - who helped me locate a little Bug… https://t.co/fQMNAIb8jD;0;['anoth', 'great', 'review', 'didic', 'helpful', 'TYPEONE', 'diabet', 'user', 'help', 'me', 'locat', 'littl', 'bug', 'URL']
robertmenzies;Antioxidant agents for delaying diabetic kidney disease progression: A systematic review and meta-analysis https://t.co/Sn1kJgBOUy;0;['antioxid', 'agent', 'delay', 'diabet', 'kidney', 'diseas', 'progress', 'systemat', 'review', 'meta-analysi', 'URL']
StreetLvlPundit;Type 2 diabetes symptoms – this could be a warning sign YOU have the condition https://t.co/NDn2bpTie7 #Health… https://t.co/0CJQACV6nI;0;['TYPETWO', 'diabet', 'symptom', 'could', 'warn', 'sign', 'condit', 'URL', 'health', 'URL']
eBooksHabit;New #diabetes book causes sensation. Reveals true root cause of #T2D and how you can easily avoid/halt diabetes:… https://t.co/fIKmFsYYaV;0;['new', 'diabet', 'book', 'caus', 'sensat', 'reveal', 'true', 'root', 'TYPETWO', 'easili', 'avoid', 'halt', 'diabet', 'URL']
YMCALouisville;The YMCA of Greater Louisville is proud to be part of reducing diabetes in our community and helping build a Cultur… https://t.co/jJeVAbu06c;0;['ymca', 'greater', 'louisvill', 'proud', 'part', 'reduc', 'diabet', 'communiti', 'help', 'build', 'cultur', 'URL']
realbigmula;"people are suppose to tell you when you doing wrong &amp; make this the last time you lace my car with insulin to make me hungry &amp; light headed";1;['peopl', 'suppos', 'tell', 'wrong', 'make', 'last', 'time', 'lace', 'my', 'car', 'insulin', 'make', 'me', 'hungri', 'light', 'head']
Local911Buff;Leisure chateau unresponsive diabetic 42-48 mobile 4510 143 270a 19-b36-450 122 obs;0;['leisur', 'chateau', 'unrespons', 'diabet', '42-48', 'mobil', '4510', '143', '270a', '19', 'b36', '450', '122', 'ob']
Oohmbsocial;"Never let diabetes stop you from chasing your dreams. 💪
#ChangingDiabetes";0;['never', 'let', 'diabet', 'stop', 'chase', 'dream', 'changingdiabet']
QiCProgramme;Diabetes UK: Tips for improving diabetes care https://t.co/pfvLvF9TOn #nhs #diabetes https://t.co/FmYWIg3WoZ;0;['diabet', 'uk', 'tip', 'improv', 'diabet', 'care', 'URL', 'nhs', 'diabet', 'URL']
Cancer_bio;#cancer #cancer Study finds small colony of neurons modulate amount of insulin the pancreas produces.: The brain is… https://t.co/CzDQi9I020;0;['cancer', 'cancer', 'studi', 'find', 'small', 'coloni', 'neuron', 'modul', 'amount', 'insulin', 'pancrea', 'produc', 'brain', 'URL']
swxxtheartluke;Go to hell with your diabetes commercials. It's not a glamorous disease. It's not a fun thing to have. And it can't be prevented. Fuck you;1;['go', 'hell', 'diabet', 'commerci', 'glamor', 'diseas', 'fun', 'thing', 'cannot', 'prevent', 'fuck']
nikesoverheels;"I think this documentary should explain what diabetes is as well as the difference between type 1 &amp; 2..";1;['i', 'think', 'documentari', 'explain', 'diabet', 'well', 'differ', 'TYPEONE', '2']
bIasphamy;oh my mom just told me this is bad for diabetes ᵘʰʰʰʰʰʰʰʰ https://t.co/krqk9Peszo;1;['oh', 'my', 'mom', 'tell', 'me', 'bad', 'diabet', 'uhhh', 'URL']
asil5972;@SenSherrodBrown I'm a diabetic x 32 yrs. I understand being a patient. I have parents who need healthcare. How r t… https://t.co/UjB1r46AV5;1;['USER', 'i', 'diabet', 'x', '32', 'yrs', 'i', 'understand', 'patient', 'i', 'parent', 'need', 'healthcar', 'URL']
IFR_News;Prevalence of hypoglycaemic episodes declines in hospitals, according to diabetes inpatient audit https://t.co/ureX7Du5Lw;0;['preval', 'hypoglycaem', 'episod', 'declin', 'hospit', 'accord', 'diabet', 'inpati', 'audit', 'URL']
Maternal_Monday;"#DYK? Overnutrition can result in obesity &amp; gestational diabetes mellitus (GDM) in mothers #MaternalMonday @MamaYeNigeria @UN_EWEC @MHTF @UN";0;['dyk', 'overnutrit', 'result', 'obes', 'gestat', 'diabet', 'mellitus', 'gdm', 'mother', 'maternalmonday', 'USER', 'USER', 'USER', 'USER']
doctorinsulin;This is worrying 🤔 #insulinpump @drpratikc @WilmotEmma @LalanthaL @MDT_Diabetes https://t.co/HAlK1kxHPz;1;['worri', 'insulinpump', 'USER', 'USER', 'USER', 'USER', 'URL']
KidneyFund;Almost half of all cases of #kidney failure are caused by #diabetes. https://t.co/wC2U4pSE3a;0;['almost', 'half', 'case', 'kidney', 'failur', 'caus', 'diabet', 'URL']
endingbulimia;ED Recovery News is out! https://t.co/1jZh7veLqk #bulimia #healfromeatingdisorders #eatingdisorders #edrecovery #diabetes #health;0;['ed', 'recoveri', 'news', 'URL', 'bulimia', 'healfromeatingdisord', 'eatingdisord', 'edrecoveri', 'diabet', 'health']
hex_pm;pummpcomm (1.2.0): Pummpcomm is a library to handle communication with a Medtronic insulin pump via a s... https://t.co/rgGsAOzTpF;0;['pummpcomm', '1.2', '0', 'EMOT_SAD_ANGRY', 'pummpcomm', 'librari', 'handl', 'communic', 'medtron', 'insulin', 'pump', 'via', 'URL']
WWE_MayaAdler;hi i pay for health insurance and can't make an appointment to get my insulin prescription refilled until october;1;['hi', 'i', 'pay', 'health', 'insur', 'cannot', 'make', 'appoint', 'get', 'my', 'insulin', 'prescript', 'refil', 'octob']
WHO_Europe;"Obese children are at greater risk of type 2 #diabetes, #asthma, future heart disease, psychological problems, social isolation &amp; more.";0;['obes', 'children', 'greater', 'risk', 'TYPETWO', 'diabet', 'asthma', 'futur', 'heart', 'diseas', 'psycholog', 'problem', 'social', 'isol']
carolinat1d;Orders shipped out! #carolinat1d #carolinat1dproducts #type1diabetes #etsy #etsyshop #etsyseller… https://t.co/KhpLyVwd84;0;['order', 'ship', 'carolinatypeon', 'carolinatypeoneproduct', 'TYPEONE', 'etsi', 'etsyshop', 'etsysel', 'URL']
CF_Foundation;More than 35% of adults with #cysticfibrosis have CF related diabetes (CFRD). Learn the symptoms to watch for: https://t.co/uqnE1RoxDX;0;['35', 'adult', 'cysticfibrosi', 'cf', 'relat', 'diabet', 'cfrd', 'learn', 'symptom', 'watch', 'URL']
MedicalAbacus;The potential role and rationale for treatment of heart failure with sodium–glucose co-transporter 2 inhibitors… https://t.co/NZJewEMMjd;0;['potenti', 'role', 'rational', 'treatment', 'heart', 'failur', 'sodium', 'glucos', 'co-transport', '2', 'inhibitor', 'URL']
ashleychagoya;@Pancreassassin I had to drink some disgusting fruit punch flavored glucose liquid one time. I almost threw it all back up 🤢😷;1;['USER', 'i', 'drink', 'disgust', 'fruit', 'punch', 'flavor', 'glucos', 'liquid', 'one', 'time', 'i', 'almost', 'throw', 'back']
bigrory13;Great here and now view - Why is Diabetes Worth Caring About? https://t.co/0OMicbgQPu #complications #diabetes https://t.co/bYM3WekHlA;0;['great', 'view', 'diabet', 'worth', 'care', 'URL', 'complic', 'diabet', 'URL']
PrescriptionBio;Endocrine Society praises Novo Nordisk’s commitment to affordable insulin https://t.co/6bZDNiY0bp;0;['endocrin', 'societi', 'prais', 'novo', 'nordisk', 'commit', 'afford', 'insulin', 'URL']
Cancers_Curable;The latest Living Cancer Free ! https://t.co/GYTXAKDBP0 #blackseed #diabetic;0;['latest', 'live', 'cancer', 'free', 'URL', 'blackse', 'diabet']
sounddoctorUK;Fresh fruit may prevent diabetes and related complications https://t.co/gNSwpjxUkb https://t.co/DWbAuX14YK;0;['fresh', 'fruit', 'may', 'prevent', 'diabet', 'relat', 'complic', 'URL', 'URL']
vplamepdx;She is going to see about getting me in to the diabetes center earlier bc rn I'm not scheduled until August.;1;['go', 'see', 'get', 'me', 'diabet', 'center', 'earlier', 'bc', 'rn', 'i', 'schedul', 'august']
stresslesspro;How stress affects diabetes - https://t.co/GskvxTAkpN;0;['stress', 'affect', 'diabet', 'URL']
laceyadunn;@amandabuccifit But stevia lowers insulin levels so WINNER;1;['USER', 'stevia', 'lower', 'insulin', 'level', 'winner']
SimcoeFoot;"Learn  meal planning tips &amp; the value of exercise in blood glucose management. Free webinar May 24.  @DiabetesCanada https://t.co/lrgTVu9xPj";0;['learn', 'meal', 'plan', 'tip', 'valu', 'exercis', 'blood', 'glucos', 'manag', 'free', 'webinar', 'may', '24', 'USER', 'URL']
TheNewsGlobe;Artificial skin transplants could be used to treat diabetes - https://t.co/uKow8DrCHk;0;['artifici', 'skin', 'transplant', 'could', 'use', 'treat', 'diabet', 'URL']
GAHITEC;#Telemedicine #diabetes interventions have major technology learning hurdle to surmount! #GAHITEC #HITSolutions *… https://t.co/o16GhRR88y;0;['telemedicin', 'diabet', 'intervent', 'major', 'technolog', 'learn', 'hurdl', 'surmount', 'gahitec', 'hitsolut', 'URL']
BionicWookiee;I don't want to be engaged and involved in a #diabetes app, I want it to disappear into the background! https://t.co/GkeAEYiCa1;1;['i', 'want', 'engag', 'involv', 'diabet', 'app', 'i', 'want', 'disappear', 'background', 'URL']
isciencebox;New measure of insulin-making cells could gauge diabetes progression, treatment https://t.co/auxBDZSoBi via @medical_xpress;0;['new', 'measur', 'insulin-mak', 'cell', 'could', 'gaug', 'diabet', 'progress', 'treatment', 'URL', 'via', 'USER']
PeytonBurgess2;Shreysulin Tablets - maintain, Reduce Glucose Level, reduce cholesterol insulin receptors https://t.co/T98vC0TMrN;0;['shreysulin', 'tablet', 'maintain', 'reduc', 'glucos', 'level', 'reduc', 'cholesterol', 'insulin', 'receptor', 'URL']
sanjayp33862979;Sugar Free Green is ideal for weight watchers, health conscious and diabetic individuals! #NaturallyHealthy @SugarFreeIndia;0;['sugar', 'free', 'green', 'ideal', 'weight', 'watcher', 'health', 'conscious', 'diabet', 'individu', 'naturallyhealthi', 'USER']
PriceProMeds;@mikemc550 Hi Mike, I came across your tweet. It's unfortunate that insulin prices are so high in the States. Have… https://t.co/NX7RYw6tto;1;['USER', 'hi', 'mike', 'i', 'come', 'across', 'tweet', 'unfortun', 'insulin', 'price', 'high', 'state', 'URL']
H_O_G_;@vixenvalentino @beachvetlbc the patient went palp(no BP) blood glucose immeasurable. We treated this ER patient at… https://t.co/9vXU6OnzQ5;1;['USER', 'USER', 'patient', 'go', 'palp', 'bp', 'blood', 'glucos', 'immeasur', 'treat', 'er', 'patient', 'URL']
collinsvannah;@GabrielleMcKeon ok I work on the lifts tell her to visit!! ask anyone where the awkward diabetic is and they'll po… https://t.co/Vq16WiRoOp;1;['USER', 'ok', 'i', 'work', 'lift', 'tell', 'visit', 'ask', 'anyon', 'awkward', 'diabet', 'po', 'URL']
Sarahlouby1986;Pretty poor explanation of Brittle diabetes! Whilst psych obvs plays a role, alone it does not explain other flucts https://t.co/ZETsEC8KnR;1;['pretti', 'poor', 'explan', 'brittl', 'diabet', 'whilst', 'psych', 'obv', 'play', 'role', 'alon', 'explain', 'fluct', 'URL']
caremotto;Bariatric Surgery can be an option for #obesity coupled with #diabetes and #hypertension. Call 04046465656 to find… https://t.co/IKSOsCdHAi;0;['bariatr', 'surgeri', 'option', 'obes', 'coupl', 'diabet', 'hypertens', 'call', '04046465656', 'find', 'URL']
IMHC_Indiana;1 in 3 Hoosier adults has #prediabetes. Find out how to pump the brakes before you speed into #Type2Diabetes.  https://t.co/5EZrlDimlI;0;['1', '3', 'hoosier', 'adult', 'prediabet', 'find', 'pump', 'brake', 'speed', 'typetwodiabet', 'URL']
Vincent_Landin;i bet you embrace the heart failure, the heart attacks, the strokes, and the diabetes that comes along with your ob… https://t.co/q25QwDLLCW;1;['i', 'bet', 'embrac', 'heart', 'failur', 'heart', 'attack', 'stroke', 'diabet', 'come', 'along', 'ob', 'URL']
peterwmcmahon;New tech from Gizmag... Injectable polymer could cut insulin injections to one per month https://t.co/MEMS6FowEy https://t.co/zSew2hT6Gc;0;['new', 'tech', 'gizmag', 'inject', 'polym', 'could', 'cut', 'insulin', 'inject', 'one', 'per', 'month', 'URL', 'URL']
memorahealth;We'll be launching our first consumer product, software to help manage Type II #diabetes, this Sunday at @AmDiabetesAssn #TourDeCure at URI!;0;['launch', 'first', 'consum', 'product', 'softwar', 'help', 'manag', 'typeonei', 'diabet', 'sunday', 'USER', 'tourdecur', 'uri']
CassiaRegional;Technology at your fingertips can help manage diabetes. Learn how... https://t.co/jTLxocHhpI;0;['technolog', 'fingertip', 'help', 'manag', 'diabet', 'learn', 'URL']
sabrinacoast_;"Exactly a month ago I was in diabetic ketoacidosis &amp; diagnosed w/ Type 1 Diabetes. Its been the craziest &amp; most stressful month of my life.";1;['exact', 'month', 'ago', 'i', 'diabet', 'ketoacidosi', 'diagnos', 'w', 'TYPEONE', 'diabet', 'craziest', 'stress', 'month', 'my', 'life']
RD_Catherine;Tailored diet is cornerstone of #diabetes treatment - T1DM, T2DM or gestational - esp longterm. Yet paucity of RDs… https://t.co/WaNXEDDclf;1;['tailor', 'diet', 'cornerston', 'diabet', 'treatment', 'typeonem', 'typetwom', 'gestat', 'esp', 'longterm', 'yet', 'pauciti', 'rds', 'URL']
STA5129;I really hate diabetes yo. I feel like I'm dying rn;1;['i', 'realli', 'hate', 'diabet', 'yo', 'i', 'feel', 'like', 'i', 'die', 'rn']
WBCOH;"Keep an eye out for more info - A1C screenings at Giant Eagle in Howland on 7/19 &amp; Youngstown GE on 7/26 #Youngstown #diabetes #prevention";0;['keep', 'eye', 'info', 'a1c', 'screen', 'giant', 'eagl', 'howland', '7/19', 'youngstown', 'ge', '7/26', 'youngstown', 'diabet', 'prevent']
wk9WUplvNgTbSX0;@industrialstrX2 @ratalegria @TBestig @KlayVolk @SenSanders May lead to diabetes;1;['USER', 'USER', 'USER', 'USER', 'USER', 'may', 'lead', 'diabet']
Chrus101;@BenBikmanPhD Isn't there a strong argument 4 adipose tissue insulin resistance starting the cascade?;1;['USER', 'strong', 'argument', '4', 'adipos', 'tissu', 'insulin', 'resist', 'start', 'cascad']
IvyScience;PennMedNews: .PennMedicine researchers: A diabetic kidney might beat out the transplant wait list some: https://t.co/3BxSbjJjNx UPI;0;['pennmednew', 'pennmedicin', 'research', 'diabet', 'kidney', 'might', 'beat', 'transplant', 'wait', 'list', 'URL', 'upi']
psychicstorm;guess I should actually follow my diabetic diet. I'll land myself in the ICU if I keep having blood sugars like I've been. #diabetessucks;1;['guess', 'i', 'actual', 'follow', 'my', 'diabet', 'diet', 'i', 'land', 'myself', 'icu', 'i', 'keep', 'blood', 'sugar', 'like', 'i', 'diabetessuck']
SmithDrugCo;The type 2 diabetes medicine canagliflozin causes an increased risk of leg and foot amputations- learn more!… https://t.co/8WU0EbiRbo;0;['TYPETWO', 'diabet', 'medicin', 'canagliflozin', 'caus', 'increas', 'risk', 'leg', 'foot', 'amput', 'learn', 'URL']
guasaman;@_Idlewillkill27 check the afrezza users fb group. Or ask at https://t.co/GsNPnuEOh4. Im t1d, took me ~7d to ok, 2-… https://t.co/xRxa6gjYtv;1;['USER', 'check', 'afrezza', 'user', 'fb', 'group', 'ask', 'URL', 'i', 'TYPEONE', 'take', 'me', '7d', 'ok', '2', 'URL']
hashFoods;West Michigan restaurants help fund diabetes research - WZZM https://t.co/46KDwwzRFf #Restaurants;0;['west', 'michigan', 'restaur', 'help', 'fund', 'diabet', 'research', 'wzzm', 'URL', 'restaur']
CisionNews;"Brighter selects AIS &amp; Ericsson to launch the diabetes solution Actiste in Thailand. https://t.co/2DYdK5TLNr https://t.co/gsZFHuK9BN";0;['brighter', 'select', 'ai', 'ericsson', 'launch', 'diabet', 'solut', 'actist', 'thailand', 'URL', 'URL']
briweisse;5. He always gets me food and doesn't let me eat it unless I check my sugar and takes insulin;1;['5', 'alway', 'get', 'me', 'food', 'let', 'me', 'eat', 'unless', 'i', 'check', 'my', 'sugar', 'take', 'insulin']
FCC_UK;.@newscientist reveal #diabetes drug may work by changing gut bacteria makeup. https://t.co/HC44dHAOXh https://t.co/MVKx6mD5UV;0;['USER', 'reveal', 'diabet', 'drug', 'may', 'work', 'chang', 'gut', 'bacteria', 'makeup', 'URL', 'URL']
NobodyMob;Water pusse is from her suppling diabetic needles from Ella.;1;['water', 'puss', 'suppl', 'diabet', 'needl', 'ella']
terry_coats;I bet GOPs get diabetes too.;1;['i', 'bet', 'gop', 'get', 'diabet']
IronLifeMag;Shed body fat faster - and build lean muscle quicker - by improving insulin sensitivity https://t.co/88dU8DAfEk;0;['would', 'bodi', 'fat', 'faster', 'build', 'lean', 'muscl', 'quicker', 'improv', 'insulin', 'sensit', 'URL']
BridgetteAllan;Here's how to ensure that T2 diabetes remains a chronic and progressive disease. https://t.co/rNEP5F8S0z;1;['here', 'ensur', 't2', 'diabet', 'remain', 'chronic', 'progress', 'diseas', 'URL']
ScrippsAMG;Here are 6 common #foods people with #diabetes should avoid when eating out, plus tips for making #healthy choices! https://t.co/JyAeQVikPO;0;['6', 'common', 'food', 'peopl', 'diabet', 'avoid', 'eat', 'plus', 'tip', 'make', 'healthi', 'choic', 'URL']
heartukcharity;Increasing physical activity can reduce the risk of diabetes or improve #diabetes control. #NationalWalkingMonth… https://t.co/J1Kc60Vkq9;0;['increas', 'physic', 'activ', 'reduc', 'risk', 'diabet', 'improv', 'diabet', 'control', 'nationalwalkingmonth', 'URL']
tim_snoddy;Fuck diabetes. Shit hurts.;1;['fuck', 'diabet', 'shit', 'hurt']
MikeHydro;Getting your eyesight back as Normal after 50 years from type 2 diabetes diagnosis Dr Ryan BRI Consultants this day Tudball RAF/Port's Head;0;['get', 'eyesight', 'back', 'normal', '50', 'year', 'TYPETWO', 'diabet', 'diagnosi', 'dr', 'ryan', 'bri', 'consult', 'day', 'tudbal', 'raf', 'port', 'head']
